Municipality,Province,Gender,Registered voters (2019),Registered voters (2022),Change,Percentage change
Panglima Sugala (Balimbing),Tawi-Tawi,FEMALE,"8,209.0","9,564","1,355.0",16.51
Pangutaran,Sulu,FEMALE,"9,138.0","9,554",416.0,4.55
Paniqui,Tarlac,FEMALE,"32,807.0","36,318","3,511.0",10.7
Panitan,Capiz,FEMALE,"13,745.0","14,532",787.0,5.73
Pantabangan,Nueva Ecija,FEMALE,"11,973.0","13,528","1,555.0",12.99
Pantao Ragat,Lanao Del Norte,FEMALE,"4,720.0","5,057",337.0,7.14
Pantar,Lanao Del Norte,FEMALE,"5,269.0","7,161","1,892.0",35.91
Pantukan,Davao De Oro (Compostela Valley),FEMALE,"25,536.0","27,933","2,397.0",9.39
Panukulan,Quezon,FEMALE,"5,202.0","5,491",289.0,5.56
Paoay,Ilocos Norte,FEMALE,"8,678.0","8,765",87.0,1.0
Paombong,Bulacan,FEMALE,"18,168.0","19,639","1,471.0",8.1
Paracale,Camarines Norte,FEMALE,"18,024.0","19,304","1,280.0",7.1
Paracelis,Mountain Province,FEMALE,"8,209.0","8,797",588.0,7.16
Paranas (Wright),Samar (Western Samar),FEMALE,"10,793.0","11,292",499.0,4.62
Parang,Maguindanao,FEMALE,"21,932.0","27,010","5,078.0",23.15
Parang,Sulu,FEMALE,"13,440.0","17,819","4,379.0",32.58
Pasacao,Camarines Sur,FEMALE,"15,247.0","15,909",662.0,4.34
Pasay City,Ncr,FEMALE,"150,745.0","146,070","-4,675.0",-3.1
Pasil,Kalinga,FEMALE,"3,231.0","3,297",66.0,2.04
Pastrana,Leyte,FEMALE,"6,518.0","7,110",592.0,9.08
Pasuquin,Ilocos Norte,FEMALE,"11,444.0","11,996",552.0,4.82
Pata,Sulu,FEMALE,"3,919.0","3,774",-145.0,-3.7
Pateros,Ncr,FEMALE,"19,552.0","20,409",857.0,4.38
Patikul,Sulu,FEMALE,"17,033.0","18,718","1,685.0",9.89
Patnanungan,Quezon,FEMALE,"4,046.0","4,405",359.0,8.87
Patnongon,Antique,FEMALE,"11,051.0","11,118",67.0,0.61
Pavia,Iloilo,FEMALE,"17,271.0","20,546","3,275.0",18.96
Payao,Zamboanga Sibugay,FEMALE,"9,756.0","10,826","1,070.0",10.97
Penablanca,Cagayan,FEMALE,"13,763.0","14,769","1,006.0",7.31
Penaranda,Nueva Ecija,FEMALE,"11,903.0","12,855",952.0,8.0
Penarrubia,Abra,FEMALE,"2,595.0","2,547",-48.0,-1.85
Perez,Quezon,FEMALE,"4,499.0","4,638",139.0,3.09
Piagapo,Lanao Del Sur,FEMALE,"7,630.0","8,541",911.0,11.94
Piat,Cagayan,FEMALE,"8,025.0","8,391",366.0,4.56
Picong (Sultan Gumander),Lanao Del Sur,FEMALE,"6,000.0","7,685","1,685.0",28.08
Piddig,Ilocos Norte,FEMALE,"7,304.0","7,433",129.0,1.77
Pidigan,Abra,FEMALE,"4,616.0","4,527",-89.0,-1.93
Pigkawayan,Cotabato (North Cotabato),FEMALE,"18,488.0","16,106","-2,382.0",-12.88
Pikit,Cotabato (North Cotabato),FEMALE,"26,034.0","13,992","-12,042.0",-46.25
Pila,Laguna,FEMALE,"18,991.0","19,469",478.0,2.52
Pilar,Abra,FEMALE,"3,650.0","3,642",-8.0,-0.22
Pilar,Bataan,FEMALE,"15,244.0","15,943",699.0,4.59
Pilar,Bohol,FEMALE,"9,172.0","9,577",405.0,4.42
Pilar,Capiz,FEMALE,"14,604.0","14,992",388.0,2.66
Pilar,Cebu,FEMALE,"4,547.0","4,595",48.0,1.06
Pilar,Sorsogon,FEMALE,"21,897.0","23,624","1,727.0",7.89
Pilar,Surigao Del Norte,FEMALE,"4,013.0","4,142",129.0,3.21
Pili,Camarines Sur,FEMALE,"27,139.0","31,028","3,889.0",14.33
Pililla,Rizal,FEMALE,"20,389.0","20,374",-15.0,-0.07
Pinabacdao,Samar (Western Samar),FEMALE,"6,303.0","6,541",238.0,3.78
Pinamalayan,Oriental Mindoro,FEMALE,"24,795.0","26,015","1,220.0",4.92
Pinamungahan,Cebu,FEMALE,"22,696.0","24,282","1,586.0",6.99
Pinan (New Pinan),Zamboanga Del Norte,FEMALE,"7,009.0","7,853",844.0,12.04
Pinili,Ilocos Norte,FEMALE,"6,024.0","6,186",162.0,2.69
Pintuyan,Southern Leyte,FEMALE,"3,867.0","3,845",-22.0,-0.57
Pinukpuk,Kalinga,FEMALE,"9,568.0","9,891",323.0,3.38
Pio Duran,Albay,FEMALE,"16,884.0","16,919",35.0,0.21
Pio V. Corpuz (Limbuhan),Masbate,FEMALE,"9,025.0","8,665",-360.0,-3.99
Pitogo,Quezon,FEMALE,"8,208.0","8,296",88.0,1.07
Pitogo,Zamboanga Del Sur,FEMALE,"8,110.0","9,259","1,149.0",14.17
Placer,Masbate,FEMALE,"18,258.0","19,533","1,275.0",6.98
Placer,Surigao Del Norte,FEMALE,"10,342.0","11,177",835.0,8.07
Plaridel,Bulacan,FEMALE,"35,409.0","36,567","1,158.0",3.27
Plaridel,Misamis Occidental,FEMALE,"14,017.0","14,522",505.0,3.6
Plaridel,Quezon,FEMALE,"4,353.0","4,362",9.0,0.21
Pola,Oriental Mindoro,FEMALE,"10,901.0","11,614",713.0,6.54
Polanco,Zamboanga Del Norte,FEMALE,"13,843.0","16,103","2,260.0",16.33
Polangui,Albay,FEMALE,"29,215.0","30,650","1,435.0",4.91
Polillo,Quezon,FEMALE,"10,143.0","10,244",101.0,1.0
Polomolok,South Cotabato,FEMALE,"50,719.0","59,188","8,469.0",16.7
Pontevedra,Capiz,FEMALE,"15,684.0","16,086",402.0,2.56
Pontevedra,Negros Occidental,FEMALE,"17,426.0","17,304",-122.0,-0.7
Poona Bayabao  (Gata),Lanao Del Sur,FEMALE,"4,980.0","6,474","1,494.0",30.0
Poona Piagapo,Lanao Del Norte,FEMALE,"5,619.0","5,998",379.0,6.74
Porac,Pampanga,FEMALE,"34,429.0","39,800","5,371.0",15.6
Poro,Cebu,FEMALE,"7,677.0","8,385",708.0,9.22
Pototan,Iloilo,FEMALE,"22,083.0","23,058",975.0,4.42
Pozzorubio,Pangasinan,FEMALE,"24,071.0","26,760","2,689.0",11.17
Pres. Carlos P. Garcia (Pitogo),Bohol,FEMALE,"8,175.0","8,349",174.0,2.13
Pres. Manuel A. Roxas,Zamboanga Del Norte,FEMALE,"12,163.0","12,988",825.0,6.78
Presentacion (Parubcan),Camarines Sur,FEMALE,"7,634.0","8,121",487.0,6.38
President Quirino,Sultan Kudarat,FEMALE,"12,117.0","13,421","1,304.0",10.76
President Roxas,Capiz,FEMALE,"10,064.0","10,453",389.0,3.87
President Roxas,Cotabato (North Cotabato),FEMALE,"14,906.0","15,279",373.0,2.5
Prieto Diaz,Sorsogon,FEMALE,"7,298.0","7,913",615.0,8.43
Prosperidad,Agusan Del Sur,FEMALE,"23,862.0","24,987","1,125.0",4.71
Pualas,Lanao Del Sur,FEMALE,"3,754.0","4,725",971.0,25.87
Pudtol,Apayao,FEMALE,"4,403.0","4,700",297.0,6.75
Puerto Galera,Oriental Mindoro,FEMALE,"13,159.0","13,941",782.0,5.94
Puerto Princesa City,Palawan,FEMALE,"79,812.0","85,817","6,005.0",7.52
Pugo,La Union,FEMALE,"6,079.0","6,275",196.0,3.22
Pulilan,Bulacan,FEMALE,"32,486.0","34,698","2,212.0",6.81
Pulupandan,Negros Occidental,FEMALE,"9,083.0","9,051",-32.0,-0.35
Pura,Tarlac,FEMALE,"8,758.0","9,111",353.0,4.03
Quezon,Bukidnon,FEMALE,"31,753.0","33,311","1,558.0",4.91
Quezon,Isabela,FEMALE,"8,195.0","8,115",-80.0,-0.98
Quezon,Nueva Ecija,FEMALE,"11,036.0","11,562",526.0,4.77
Quezon,Nueva Vizcaya,FEMALE,"7,080.0","7,359",279.0,3.94
Quezon,Palawan,FEMALE,"17,066.0","18,563","1,497.0",8.77
Quezon,Quezon,FEMALE,"5,291.0","5,463",172.0,3.25
Quezon City,Ncr,FEMALE,"736,775.0","774,898","38,123.0",5.17
Quinapondan,Eastern Samar,FEMALE,"5,287.0","5,150",-137.0,-2.59
Quirino,Isabela,FEMALE,"7,866.0","7,985",119.0,1.51
Quirino (Angkaki),Ilocos Sur,FEMALE,"2,995.0","3,262",267.0,8.91
Ragay,Camarines Sur,FEMALE,"18,966.0","19,772",806.0,4.25
Rajah Buayan,Maguindanao,FEMALE,"4,902.0","7,038","2,136.0",43.57
Ramon,Isabela,FEMALE,"16,806.0","17,491",685.0,4.08
Ramon Magsaysay (Liargo),Zamboanga Del Sur,FEMALE,"9,080.0","8,980",-100.0,-1.1
Ramos,Tarlac,FEMALE,"7,287.0","7,721",434.0,5.96
Rapu-Rapu,Albay,FEMALE,"11,063.0","11,370",307.0,2.78
Real,Quezon,FEMALE,"10,621.0","11,904","1,283.0",12.08
Reina Mercedes,Isabela,FEMALE,"8,111.0","9,121","1,010.0",12.45
Remedios T. Romualdez,Agusan Del Norte,FEMALE,"6,299.0","6,662",363.0,5.76
Rizal,Cagayan,FEMALE,"6,038.0","6,228",190.0,3.15
Rizal,Laguna,FEMALE,"6,669.0","7,047",378.0,5.67
Rizal,Nueva Ecija,FEMALE,"18,151.0","17,998",-153.0,-0.84
Rizal,Occidental Mindoro,FEMALE,"11,019.0","12,350","1,331.0",12.08
Rizal,Zamboanga Del Norte,FEMALE,"5,909.0","6,127",218.0,3.69
Rizal (Liwan),Kalinga,FEMALE,"6,168.0","6,732",564.0,9.14
Rizal (Marcos),Palawan,FEMALE,"12,495.0","13,751","1,256.0",10.05
Rodriguez  (Montalban),Rizal,FEMALE,"110,266.0","107,743","-2,523.0",-2.29
Romblon,Romblon,FEMALE,"12,843.0","13,349",506.0,3.94
Ronda,Cebu,FEMALE,"7,774.0","7,731",-43.0,-0.55
Rosales,Pangasinan,FEMALE,"22,999.0","22,739",-260.0,-1.13
Rosario,Agusan Del Sur,FEMALE,"15,027.0","15,859",832.0,5.54
Rosario,Batangas,FEMALE,"38,053.0","40,690","2,637.0",6.93
Rosario,Cavite,FEMALE,"45,839.0","50,041","4,202.0",9.17
Rosario,La Union,FEMALE,"17,911.0","18,405",494.0,2.76
Rosario,Northern Samar,FEMALE,"4,006.0","4,272",266.0,6.64
Roseller Lim,Zamboanga Sibugay,FEMALE,"13,268.0","14,994","1,726.0",13.01
Roxas,Isabela,FEMALE,"19,694.0","20,445",751.0,3.81
Roxas,Oriental Mindoro,FEMALE,"16,474.0","19,556","3,082.0",18.71
Roxas,Palawan,FEMALE,"20,561.0","21,517",956.0,4.65
Roxas City,Capiz,FEMALE,"54,036.0","56,332","2,296.0",4.25
Sabangan,Mountain Province,FEMALE,"3,726.0","3,987",261.0,7.0
Sablan,Benguet,FEMALE,"3,625.0","3,939",314.0,8.66
Sablayan,Occidental Mindoro,FEMALE,"23,039.0","25,328","2,289.0",9.94
Sabtang,Batanes,FEMALE,622.0,702,80.0,12.86
Sadanga,Mountain Province,FEMALE,"2,876.0","2,952",76.0,2.64
Sagada,Mountain Province,FEMALE,"3,821.0","4,027",206.0,5.39
Sagay,Camiguin,FEMALE,"4,678.0","4,763",85.0,1.82
Sagay City,Negros Occidental,FEMALE,"42,649.0","44,165","1,516.0",3.55
Sagbayan (Borja),Bohol,FEMALE,"8,043.0","8,346",303.0,3.77
Sagnay,Camarines Sur,FEMALE,"10,494.0","11,324",830.0,7.91
Saguday,Quirino,FEMALE,"5,157.0","5,333",176.0,3.41
Saguiaran,Lanao Del Sur,FEMALE,"9,293.0","11,402","2,109.0",22.69
Saint Bernard,Southern Leyte,FEMALE,"9,260.0","9,336",76.0,0.82
Salay,Misamis Oriental,FEMALE,"10,637.0","10,971",334.0,3.14
Salcedo,Eastern Samar,FEMALE,"8,049.0","7,831",-218.0,-2.71
Salcedo (Baugen),Ilocos Sur,FEMALE,"3,766.0","3,761",-5.0,-0.13
Sallapadan,Abra,FEMALE,"2,440.0","2,384",-56.0,-2.3
Salug,Zamboanga Del Norte,FEMALE,"11,049.0","11,205",156.0,1.41
Salvador,Lanao Del Norte,FEMALE,"6,490.0","6,931",441.0,6.8
Salvador Benedicto,Negros Occidental,FEMALE,"8,432.0","9,025",593.0,7.03
Samal,Bataan,FEMALE,"13,620.0","15,131","1,511.0",11.09
Samboan,Cebu,FEMALE,"6,966.0","7,058",92.0,1.32
Sampaloc,Quezon,FEMALE,"5,004.0","5,140",136.0,2.72
San Agustin,Isabela,FEMALE,"7,392.0","8,065",673.0,9.1
San Agustin,Romblon,FEMALE,"7,858.0","8,186",328.0,4.17
San Agustin,Surigao Del Sur,FEMALE,"6,438.0","7,425",987.0,15.33
San Andres,Quezon,FEMALE,"8,530.0","10,107","1,577.0",18.49
San Andres,Romblon,FEMALE,"5,764.0","5,904",140.0,2.43
San Andres (Calolbon),Catanduanes,FEMALE,"14,277.0","14,144",-133.0,-0.93
San Antonio,Northern Samar,FEMALE,"3,476.0","3,487",11.0,0.32
San Antonio,Nueva Ecija,FEMALE,"28,326.0","29,008",682.0,2.41
San Antonio,Quezon,FEMALE,"11,509.0","12,343",834.0,7.25
San Antonio,Zambales,FEMALE,"11,691.0","12,047",356.0,3.05
San Benito,Surigao Del Norte,FEMALE,"2,366.0","2,716",350.0,14.79
San Carlos City,Negros Occidental,FEMALE,"43,907.0","43,558",-349.0,-0.79
San Carlos City,Pangasinan,FEMALE,"57,553.0","64,549","6,996.0",12.16
San Clemente,Tarlac,FEMALE,"4,945.0","4,937",-8.0,-0.16
San Dionisio,Iloilo,FEMALE,"12,219.0","12,776",557.0,4.56
San Emilio,Ilocos Sur,FEMALE,"2,421.0","2,523",102.0,4.21
San Enrique,Iloilo,FEMALE,"11,420.0","11,514",94.0,0.82
San Enrique,Negros Occidental,FEMALE,"9,282.0","9,588",306.0,3.3
San Esteban,Ilocos Sur,FEMALE,"2,947.0","3,057",110.0,3.73
San Fabian,Pangasinan,FEMALE,"26,498.0","28,895","2,397.0",9.05
San Felipe,Zambales,FEMALE,"7,907.0","8,648",741.0,9.37
San Fernando,Bukidnon,FEMALE,"16,120.0","17,481","1,361.0",8.44
San Fernando,Camarines Sur,FEMALE,"11,918.0","12,256",338.0,2.84
San Fernando,Cebu,FEMALE,"24,354.0","25,049",695.0,2.85
San Fernando,Masbate,FEMALE,"8,316.0","8,052",-264.0,-3.17
San Fernando,Romblon,FEMALE,"8,329.0","8,160",-169.0,-2.03
San Fernando City,Pampanga,FEMALE,"87,231.0","100,213","12,982.0",14.88
San Francisco,Agusan Del Sur,FEMALE,"23,611.0","24,817","1,206.0",5.11
San Francisco,Cebu,FEMALE,"15,853.0","17,497","1,644.0",10.37
San Francisco,Southern Leyte,FEMALE,"4,640.0","4,795",155.0,3.34
San Francisco (Anao-Aon),Surigao Del Norte,FEMALE,"6,111.0","6,819",708.0,11.59
San Francisco (Aurora),Quezon,FEMALE,"19,505.0","20,557","1,052.0",5.39
San Gabriel,La Union,FEMALE,"5,783.0","6,260",477.0,8.25
San Guillermo,Isabela,FEMALE,"5,897.0","6,380",483.0,8.19
San Ildefonso,Bulacan,FEMALE,"36,923.0","38,761","1,838.0",4.98
San Ildefonso,Ilocos Sur,FEMALE,"2,805.0","2,953",148.0,5.28
San Isidro,Abra,FEMALE,"1,622.0","1,625",3.0,0.18
San Isidro,Bohol,FEMALE,"3,578.0","3,635",57.0,1.59
San Isidro,Davao (Davao Del Norte),FEMALE,"8,623.0","9,285",662.0,7.68
San Isidro,Davao Oriental,FEMALE,"10,981.0","11,638",657.0,5.98
San Isidro,Isabela,FEMALE,"7,663.0","8,631",968.0,12.63
San Isidro,Leyte,FEMALE,"11,011.0","11,372",361.0,3.28
San Isidro,Northern Samar,FEMALE,"10,495.0","10,694",199.0,1.9
San Isidro,Nueva Ecija,FEMALE,"16,767.0","17,331",564.0,3.36
San Isidro,Surigao Del Norte,FEMALE,"3,261.0","3,585",324.0,9.94
San Jacinto,Masbate,FEMALE,"10,262.0","10,892",630.0,6.14
San Jacinto,Pangasinan,FEMALE,"13,785.0","14,283",498.0,3.61
San Joaquin,Iloilo,FEMALE,"16,157.0","16,185",28.0,0.17
San Jorge,Samar (Western Samar),FEMALE,"6,354.0","6,842",488.0,7.68
San Jose,Antique,FEMALE,"18,669.0","19,890","1,221.0",6.54
San Jose,Batangas,FEMALE,"25,580.0","26,819","1,239.0",4.84
San Jose,Camarines Sur,FEMALE,"14,289.0","15,368","1,079.0",7.55
San Jose,Dinagat Islands,FEMALE,"8,835.0","8,778",-57.0,-0.65
San Jose,Negros Oriental,FEMALE,"7,509.0","8,168",659.0,8.78
San Jose,Northern Samar,FEMALE,"6,327.0","6,384",57.0,0.9
San Jose,Occidental Mindoro,FEMALE,"40,999.0","44,035","3,036.0",7.41
San Jose,Romblon,FEMALE,"3,601.0","3,765",164.0,4.55
San Jose,Tarlac,FEMALE,"9,610.0","10,165",555.0,5.78
San Jose City,Nueva Ecija,FEMALE,"50,641.0","49,937",-704.0,-1.39
San Jose De Buan,Samar (Western Samar),FEMALE,"2,606.0","2,939",333.0,12.78
San Jose Del Monte  City,Bulacan,FEMALE,"137,929.0","146,422","8,493.0",6.16
San Juan,Abra,FEMALE,"3,765.0","3,723",-42.0,-1.12
San Juan,Batangas,FEMALE,"35,878.0","37,652","1,774.0",4.94
San Juan,La Union,FEMALE,"12,998.0","13,489",491.0,3.78
San Juan,Siquijor,FEMALE,"5,738.0","6,104",366.0,6.38
San Juan (Cabalian),Southern Leyte,FEMALE,"5,030.0","5,197",167.0,3.32
San Juan (Lapog),Ilocos Sur,FEMALE,"8,897.0","9,436",539.0,6.06
San Juan City,Ncr,FEMALE,"45,547.0","59,210","13,663.0",30.0
San Julian,Eastern Samar,FEMALE,"5,388.0","5,334",-54.0,-1.0
San Leonardo,Nueva Ecija,FEMALE,"21,352.0","21,790",438.0,2.05
San Lorenzo,Guimaras,FEMALE,"8,785.0","9,149",364.0,4.14
San Lorenzo Ruiz (Imelda),Camarines Norte,FEMALE,"5,288.0","5,520",232.0,4.39
San Luis,Agusan Del Sur,FEMALE,"9,183.0","9,706",523.0,5.7
San Luis,Aurora,FEMALE,"9,272.0","10,009",737.0,7.95
San Luis,Batangas,FEMALE,"12,457.0","12,962",505.0,4.05
San Luis,Pampanga,FEMALE,"17,894.0","18,783",889.0,4.97
San Manuel,Isabela,FEMALE,"10,602.0","10,536",-66.0,-0.62
San Manuel,Pangasinan,FEMALE,"15,106.0","15,595",489.0,3.24
San Manuel,Tarlac,FEMALE,"8,352.0","8,795",443.0,5.3
San Marcelino,Zambales,FEMALE,"11,905.0","12,932","1,027.0",8.63
San Mariano,Isabela,FEMALE,"15,916.0","16,692",776.0,4.88
San Mateo,Isabela,FEMALE,"19,332.0","20,754","1,422.0",7.36
San Mateo,Rizal,FEMALE,"58,403.0","60,546","2,143.0",3.67
San Miguel,Bohol,FEMALE,"8,055.0","8,687",632.0,7.85
San Miguel,Bulacan,FEMALE,"48,713.0","51,318","2,605.0",5.35
San Miguel,Catanduanes,FEMALE,"5,851.0","5,696",-155.0,-2.65
San Miguel,Iloilo,FEMALE,"9,691.0","10,214",523.0,5.4
San Miguel,Leyte,FEMALE,"7,159.0","7,494",335.0,4.68
San Miguel,Surigao Del Sur,FEMALE,"11,571.0","12,498",927.0,8.01
San Miguel,Zamboanga Del Sur,FEMALE,"6,375.0","6,822",447.0,7.01
San Narciso,Quezon,FEMALE,"14,834.0","15,619",785.0,5.29
San Narciso,Zambales,FEMALE,"9,749.0","10,061",312.0,3.2
San Nicolas,Batangas,FEMALE,"8,215.0","8,134",-81.0,-0.99
San Nicolas,Ilocos Norte,FEMALE,"12,517.0","13,510",993.0,7.93
San Nicolas,Pangasinan,FEMALE,"13,130.0","13,392",262.0,2.0
San Pablo,Isabela,FEMALE,"8,238.0","8,508",270.0,3.28
San Pablo,Zamboanga Del Sur,FEMALE,"8,756.0","8,849",93.0,1.06
San Pablo City,Laguna,FEMALE,"77,816.0","81,453","3,637.0",4.67
San Pascual,Batangas,FEMALE,"22,346.0","21,834",-512.0,-2.29
San Pascual,Masbate,FEMALE,"13,391.0","14,087",696.0,5.2
San Pedro City,Laguna,FEMALE,"100,821.0","94,021","-6,800.0",-6.74
San Policarpo,Eastern Samar,FEMALE,"5,920.0","6,579",659.0,11.13
San Quintin,Abra,FEMALE,"2,197.0","2,118",-79.0,-3.6
San Quintin,Pangasinan,FEMALE,"11,812.0","12,106",294.0,2.49
San Rafael,Bulacan,FEMALE,"33,185.0","34,000",815.0,2.46
San Rafael,Iloilo,FEMALE,"5,578.0","5,902",324.0,5.81
San Remigio,Antique,FEMALE,"9,946.0","11,015","1,069.0",10.75
San Remigio,Cebu,FEMALE,"20,736.0","21,584",848.0,4.09
San Ricardo,Southern Leyte,FEMALE,"3,548.0","3,571",23.0,0.65
San Roque,Northern Samar,FEMALE,"9,061.0","9,036",-25.0,-0.28
San Sebastian,Samar (Western Samar),FEMALE,"3,113.0","3,434",321.0,10.31
San Simon,Pampanga,FEMALE,"19,364.0","22,309","2,945.0",15.21
San Teodoro,Oriental Mindoro,FEMALE,"6,053.0","6,382",329.0,5.44
San Vicente,Camarines Norte,FEMALE,"4,221.0","4,373",152.0,3.6
San Vicente,Ilocos Sur,FEMALE,"4,044.0","4,419",375.0,9.27
San Vicente,Northern Samar,FEMALE,"3,095.0","3,006",-89.0,-2.88
San Vicente,Palawan,FEMALE,"9,903.0","11,023","1,120.0",11.31
Sanchez-Mira,Cagayan,FEMALE,"8,235.0","9,159",924.0,11.22
Santa,Ilocos Sur,FEMALE,"5,342.0","5,198",-144.0,-2.7
Santa Ana,Cagayan,FEMALE,"10,606.0","11,603",997.0,9.4
Santa Ana,Pampanga,FEMALE,"16,688.0","17,895","1,207.0",7.23
Santa Barbara,Iloilo,FEMALE,"20,324.0","21,815","1,491.0",7.34
Santa Barbara,Pangasinan,FEMALE,"26,199.0","27,303","1,104.0",4.21
Santa Catalina,Ilocos Sur,FEMALE,"5,225.0","5,279",54.0,1.03
Santa Catalina,Negros Oriental,FEMALE,"22,847.0","23,459",612.0,2.68
Santa Cruz,Davao Del Sur,FEMALE,"31,536.0","36,668","5,132.0",16.27
Santa Cruz,Ilocos Sur,FEMALE,"13,130.0","13,114",-16.0,-0.12
Santa Cruz,Laguna,FEMALE,"38,383.0","42,275","3,892.0",10.14
Santa Cruz,Marinduque,FEMALE,"19,957.0","20,510",553.0,2.77
Santa Cruz,Occidental Mindoro,FEMALE,"11,876.0","11,964",88.0,0.74
Santa Cruz,Zambales,FEMALE,"20,227.0","20,820",593.0,2.93
Santa Elena,Camarines Norte,FEMALE,"13,124.0","14,173","1,049.0",7.99
Santa Fe,Cebu,FEMALE,"9,954.0","11,185","1,231.0",12.37
Santa Fe,Leyte,FEMALE,"6,983.0","7,344",361.0,5.17
Santa Fe,Nueva Vizcaya,FEMALE,"5,682.0","6,016",334.0,5.88
Santa Fe,Romblon,FEMALE,"5,909.0","6,019",110.0,1.86
Santa Ignacia,Tarlac,FEMALE,"15,420.0","16,211",791.0,5.13
Santa Josefa,Agusan Del Sur,FEMALE,"9,065.0","8,908",-157.0,-1.73
Santa Lucia,Ilocos Sur,FEMALE,"8,073.0","8,420",347.0,4.3
Santa Magdalena,Sorsogon,FEMALE,"5,915.0","6,134",219.0,3.7
Santa Marcela,Apayao,FEMALE,"3,877.0","4,028",151.0,3.89
Santa Margarita,Samar (Western Samar),FEMALE,"9,249.0","9,992",743.0,8.03
Santa Maria,Bulacan,FEMALE,"68,842.0","76,242","7,400.0",10.75
Santa Maria,Davao Occidental,FEMALE,"16,782.0","17,260",478.0,2.85
Santa Maria,Ilocos Sur,FEMALE,"10,452.0","10,311",-141.0,-1.35
Santa Maria,Isabela,FEMALE,"8,277.0","8,960",683.0,8.25
Santa Maria,Laguna,FEMALE,"10,259.0","11,668","1,409.0",13.73
Santa Maria,Pangasinan,FEMALE,"10,979.0","11,350",371.0,3.38
Santa Maria (Imelda),Romblon,FEMALE,"3,195.0","3,275",80.0,2.5
Santa Monica (Sapao),Surigao Del Norte,FEMALE,"3,884.0","3,848",-36.0,-0.93
Santa Praxedes,Cagayan,FEMALE,"1,784.0","1,657",-127.0,-7.12
Santa Rita,Pampanga,FEMALE,"13,504.0","14,745","1,241.0",9.19
Santa Rita,Samar (Western Samar),FEMALE,"13,844.0","14,640",796.0,5.75
Santa Rosa,Nueva Ecija,FEMALE,"22,465.0","24,735","2,270.0",10.1
Santa Rosa City,Laguna,FEMALE,"116,928.0","120,436","3,508.0",3.0
Santa Teresita,Batangas,FEMALE,"6,970.0","6,991",21.0,0.3
Santa Teresita,Cagayan,FEMALE,"5,628.0","5,995",367.0,6.52
Santander,Cebu,FEMALE,"6,565.0","6,897",332.0,5.06
Santiago,Agusan Del Norte,FEMALE,"6,664.0","7,467",803.0,12.05
Santiago,Ilocos Sur,FEMALE,"6,353.0","6,487",134.0,2.11
Santo Domingo,Ilocos Sur,FEMALE,"9,741.0","9,927",186.0,1.91
Santo Domingo,Nueva Ecija,FEMALE,"18,785.0","19,906","1,121.0",5.97
Santo Domingo (Libog),Albay,FEMALE,"12,708.0","13,439",731.0,5.75
Santo Nino,Samar (Western Samar),FEMALE,"5,411.0","5,390",-21.0,-0.39
Santo Nino,South Cotabato,FEMALE,"12,744.0","12,564",-180.0,-1.41
Santo Nino (Faire),Cagayan,FEMALE,"8,967.0","9,268",301.0,3.36
Santo Tomas,Batangas,FEMALE,"52,418.0","59,180","6,762.0",12.9
Santo Tomas,Davao (Davao Del Norte),FEMALE,"32,579.0","36,672","4,093.0",12.56
Santo Tomas,Isabela,FEMALE,"8,195.0","9,033",838.0,10.23
Santo Tomas,La Union,FEMALE,"12,557.0","13,003",446.0,3.55
Santo Tomas,Pampanga,FEMALE,"14,431.0","16,631","2,200.0",15.24
Santo Tomas,Pangasinan,FEMALE,"4,409.0","4,839",430.0,9.75
Santol,La Union,FEMALE,"4,486.0","4,581",95.0,2.12
Sapa-Sapa,Tawi-Tawi,FEMALE,"7,051.0","8,702","1,651.0",23.42
Sapad,Lanao Del Norte,FEMALE,"6,394.0","6,100",-294.0,-4.6
Sapang Dalaga,Misamis Occidental,FEMALE,"7,033.0","8,052","1,019.0",14.49
Sapi-An,Capiz,FEMALE,"9,543.0","9,468",-75.0,-0.79
Sara,Iloilo,FEMALE,"17,052.0","17,871",819.0,4.8
Sarangani,Davao Occidental,FEMALE,"7,212.0","7,793",581.0,8.06
Sariaya,Quezon,FEMALE,"45,412.0","50,097","4,685.0",10.32
Sarrat,Ilocos Norte,FEMALE,"9,300.0","9,135",-165.0,-1.77
Sasmuan (Sexmoan),Pampanga,FEMALE,"10,939.0","11,346",407.0,3.72
Science City Of Munoz,Nueva Ecija,FEMALE,"27,686.0","28,462",776.0,2.8
Sebaste,Antique,FEMALE,"6,049.0","6,277",228.0,3.77
Sen. Ninoy Aquino,Sultan Kudarat,FEMALE,"12,486.0","13,586","1,100.0",8.81
Sergio Osmena Sr.,Zamboanga Del Norte,FEMALE,"9,719.0","10,628",909.0,9.35
Sevilla,Bohol,FEMALE,"3,918.0","3,972",54.0,1.38
Shariff Aguak (Maganoy),Maguindanao,FEMALE,"7,771.0","9,650","1,879.0",24.18
Shariff Saydona Mustapha,Maguindanao,FEMALE,"3,693.0","4,247",554.0,15.0
Siasi,Sulu,FEMALE,"15,793.0","17,515","1,722.0",10.9
Siaton,Negros Oriental,FEMALE,"25,218.0","26,256","1,038.0",4.12
Siay,Zamboanga Sibugay,FEMALE,"12,630.0","13,928","1,298.0",10.28
Siayan,Zamboanga Del Norte,FEMALE,"10,379.0","11,980","1,601.0",15.43
Sibagat,Agusan Del Sur,FEMALE,"9,755.0","9,892",137.0,1.4
